fare_amount,pickup_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count,distance_km,hour,day_of_week,month
70.26,2024-11-23 05:11:29,-73.83616999064047,40.74626736118508,-73.78359362507236,40.87662497402372,1,15.16,5,5,11
89.1,2024-09-07 04:09:49,-73.80737779275304,40.91887882778309,-73.70733372327663,40.71437162838705,4,24.25,4,5,9
89.26,2024-12-01 20:45:55,-73.93838315450199,40.91191629085506,-73.7292512153716,40.82113302513292,4,20.28,20,6,12
41.89,2025-06-10 14:39:55,-73.89431345478488,40.71489568098685,-73.95660506385782,40.721073864163756,4,5.29,14,1,6
65.32,2025-06-20 13:12:28,-73.88788729995784,40.70084863641056,-73.9647121375173,40.799186560020665,3,12.71,13,4,6
96.59,2025-01-07 16:42:30,-73.74759150171462,40.773944276743656,-73.87924555903578,40.609070186051305,2,21.43,16,1,1
102.59,2024-12-26 07:34:57,-74.03987673708612,40.60273487609589,-73.87670883116313,40.864536222799345,3,32.19,7,3,12
77.21,2025-07-29 06:59:03,-73.95038789426839,40.590422502824275,-73.74444199623646,40.63975780347639,2,18.23,6,1,7
66.02,2024-10-19 15:51:53,-73.77799472629545,40.75726916074555,-73.9051413693694,40.874299536016544,1,16.85,15,5,10
138.75,2025-06-27 18:56:55,-74.01739729297971,40.564646826574574,-73.99917838538649,40.88137469181203,2,35.25,18,4,6
45.19,2025-07-14 04:52:40,-73.94179557521025,40.84968876669687,-73.88944491549995,40.88343328350884,2,5.78,4,0,7
78.77,2025-01-14 15:34:55,-73.77953761768255,40.91787393029501,-73.85325433634527,40.74758348458073,2,19.93,15,1,1
38.37,2024-11-10 19:28:41,-74.0177573236978,40.610230338995535,-73.98274899153357,40.60152527978888,4,3.11,19,6,11
60.29,2024-11-15 02:02:48,-73.92731612755216,40.75245319350054,-73.92728117771698,40.89595072809098,1,15.96,2,4,11
72.9,2024-11-30 05:34:43,-73.90145664166712,40.56639873206461,-73.89678546809284,40.72299066250245,1,17.42,5,5,11
64.61,2025-03-24 00:00:29,-73.92107483485674,40.78522266169183,-73.9980822764022,40.65214797216131,2,16.16,0,0,3
61.82,2025-08-11 09:42:29,-73.99748511227425,40.66441768796241,-73.94803559560611,40.56954094224298,4,11.35,9,0,8
89.89,2024-12-18 09:58:11,-73.83459339141615,40.6649926634099,-73.98930899818667,40.82430757105036,2,21.99,9,2,12
72.5,2025-04-09 12:03:53,-73.75381953658848,40.65219337178764,-73.95506434532864,40.59998765446044,4,17.95,12,2,4
41.75,2025-04-30 08:51:48,-73.75821602700817,40.77675762373792,-73.8126319089922,40.76235710964149,4,4.85,8,2,4
51.69,2025-08-03 00:42:05,-73.86055793597772,40.743376382225314,-73.9592673609541,40.82551495100966,2,12.35,0,6,8
81.62,2024-10-23 12:27:00,-73.93111592265726,40.610317034462,-73.78108807557456,40.73093333949774,4,18.44,12,2,10
122.34,2025-01-30 22:13:00,-73.85224882165481,40.82388266846463,-73.95373526098466,40.58157273404747,1,28.27,22,3,1
45.16,2025-01-18 03:50:11,-74.00424993588672,40.633899099642115,-73.9461260111506,40.61300067092515,1,5.43,3,5,1
69.13,2025-07-01 20:54:28,-73.80703624316972,40.91495657327134,-73.92205893311926,40.8080874804676,2,15.32,20,1,7
135.13,2024-11-27 11:32:18,-73.74402878818759,40.63553062405859,-73.98920510610422,40.93384553583912,4,39.07,11,2,11
92.28,2025-07-01 23:27:22,-74.0379639065385,40.77702299611205,-73.77352614134044,40.66558148476039,4,25.5,23,1,7
79.32,2025-04-26 11:46:12,-73.97032931915864,40.67308398779765,-74.02248394145163,40.83059513866958,3,18.06,11,5,4
34.08,2024-12-25 08:25:38,-73.8917029084312,40.80463841312313,-73.85338281575457,40.83072498981284,3,4.34,8,2,12
135.66,2024-09-20 09:04:21,-74.02465731075456,40.588684400563245,-73.93691278741176,40.90829692389864,4,36.3,9,4,9
77.95,2025-07-08 08:11:42,-73.7459620148744,40.80371462033241,-73.7205375903947,40.631328457182484,2,19.29,8,1,7
40.22,2025-07-07 19:01:40,-73.74634424779408,40.62901827147967,-73.79692224938934,40.63156639432413,3,4.28,19,0,7
87.15,2025-06-20 07:04:45,-73.71442574548419,40.851672887427746,-73.97172727083469,40.88019877862093,2,21.87,7,4,6
135.28,2025-06-02 12:31:56,-73.78666713211443,40.948242610808116,-74.03904465099704,40.663508249826904,2,38.13,12,0,6
93.33,2025-02-20 11:06:33,-74.0435455714557,40.752755768806004,-73.82345370561214,40.90949307054119,2,25.43,11,3,2
109.78,2025-01-22 19:43:59,-73.80306466894189,40.588471592332255,-73.74130452948528,40.83482319164754,3,27.88,19,2,1
66.35,2024-10-28 08:30:45,-74.02572040449807,40.90453156978779,-73.89741235675984,40.81064717317697,1,15.01,8,0,10
97.62,2025-04-01 20:27:54,-73.79269294030725,40.865995285629154,-73.76934920065843,40.6283780399115,1,26.49,20,1,4
80.65,2025-04-06 14:32:15,-73.93239162254298,40.74175858576888,-73.71771381275647,40.59344914194707,4,24.49,14,6,4
76.25,2024-11-11 07:58:08,-73.93882921144929,40.85705120429549,-73.82461496744463,40.703704267753935,4,19.58,7,0,11
69.06,2025-07-22 15:26:40,-73.98001536481826,40.68876892056612,-73.8025257420146,40.59855262189648,1,18.02,15,1,7
175.09,2024-11-20 05:40:03,-73.71295623775552,40.57642722610887,-73.78187747099052,40.94709249480236,1,41.62,5,2,11
32.84,2024-09-11 01:27:35,-73.89080836646308,40.64426409720208,-73.90622245051877,40.658737479748915,1,2.07,1,2,9
51.22,2024-11-14 07:24:36,-73.77243031683915,40.890810223146495,-73.90758331952013,40.89315924372242,4,11.36,7,3,11
100.59,2024-10-18 02:52:23,-73.74565517211958,40.652527925651725,-73.73399542261623,40.85583179021691,3,22.63,2,4,10
49.0,2025-03-31 01:31:26,-73.83110829506687,40.63924845052579,-73.85285659127454,40.729367855184584,3,10.19,1,0,3
89.01,2024-08-20 10:46:01,-73.93244058679281,40.73561337341688,-73.7247041299459,40.94041645734516,2,28.71,10,1,8
86.37,2025-03-21 05:54:28,-73.85884215009368,40.80808893739142,-73.8462155995244,40.58819655540423,1,24.47,5,4,3
51.72,2025-02-28 12:27:34,-73.93216399966292,40.559799148013475,-74.0476175849597,40.59358754008437,2,10.45,12,4,2
70.94,2025-06-05 00:36:09,-73.9421406337497,40.73882701998001,-73.71071076447424,40.77915372579707,2,20.0,0,3,6
82.17,2024-10-05 10:02:45,-73.77566336751364,40.64253578077224,-73.96943622645597,40.80491621545938,3,24.34,10,5,10
112.75,2025-01-07 23:45:25,-73.76897085688638,40.80206611023074,-74.03414704310603,40.57781078362438,4,33.49,23,1,1
80.8,2024-12-22 19:25:52,-73.98532824990187,40.61472935855096,-73.81004506292834,40.7372767946015,4,20.1,19,6,12
76.28,2024-11-14 00:07:36,-73.95856785462526,40.74860450900917,-73.75854826062265,40.741831945679856,2,16.87,0,3,11
90.35,2024-10-18 09:44:19,-73.97261484288067,40.62346053630695,-73.99529747834107,40.85740730884388,3,26.08,9,4,10
114.88,2025-03-13 12:25:40,-73.83076451377877,40.59459992009371,-73.7210496542389,40.87559896932576,3,32.58,12,3,3
105.88,2025-04-05 11:10:46,-73.71296466696293,40.70835298176577,-73.9579132304374,40.86185985597678,4,26.77,11,5,4
58.52,2024-12-03 21:07:12,-73.87223362326479,40.60282315581995,-73.78121070983718,40.65931361488976,4,9.92,21,1,12
65.68,2024-08-26 05:11:17,-74.01364658107663,40.62476026722555,-73.83675470625508,40.58152651736086,3,15.69,5,0,8
52.26,2025-03-24 06:20:06,-73.92924172469553,40.85238350570975,-73.76869112680563,40.843157518449445,4,13.54,6,0,3
72.04,2025-07-27 19:52:31,-73.8734284908703,40.67109272690844,-73.96363664121557,40.782551427122044,2,14.54,19,6,7
40.73,2025-05-19 16:50:56,-73.94533745163278,40.72464735659507,-74.00768111831601,40.671192553093206,3,7.93,16,0,5
124.33,2024-09-15 05:33:42,-73.98268634555076,40.93079996359074,-73.70336238454523,40.6602822509557,4,38.18,5,6,9
97.62,2025-03-29 16:30:08,-74.0181102444689,40.66806149298342,-73.84717281567049,40.91885141210581,3,31.38,16,5,3
53.66,2024-09-16 09:41:14,-73.8554262227092,40.62795206207177,-73.76420623306642,40.703392824138405,4,11.38,9,0,9
51.29,2025-06-20 13:36:44,-73.8894207476597,40.756365315491735,-73.97215327413949,40.78100176148408,4,7.49,13,4,6
63.72,2025-07-06 02:22:12,-73.83129732053,40.83904785549309,-73.7204229314571,40.706336097892205,4,17.46,2,6,7
56.33,2024-10-20 19:26:52,-73.70052231354195,40.89948215141278,-73.83858289292048,40.81623701379359,3,14.85,19,6,10
76.81,2025-08-15 22:51:25,-73.74214917824804,40.89002826972383,-74.02276287392371,40.90065824089179,2,23.62,22,4,8
114.09,2025-04-29 17:33:18,-73.86964213103234,40.576085479207144,-73.70250001715688,40.816518439687954,1,30.22,17,1,4
101.96,2024-12-12 09:17:03,-73.72409790056933,40.6338908827575,-73.98383093695493,40.81807457406399,1,29.97,9,3,12
69.2,2025-05-19 14:35:48,-73.81828222215218,40.78476511368594,-73.71355480439234,40.67135580331906,2,15.39,14,0,5
90.73,2025-05-16 23:03:41,-73.73415532376356,40.71811968776078,-73.8778075189464,40.932101174378175,2,26.69,23,4,5
47.07,2025-08-14 13:24:02,-73.82155578439986,40.79330658790643,-73.87944987483051,40.74761344431363,1,7.04,13,3,8
115.58,2025-06-12 14:18:40,-73.99179083661825,40.629561960158846,-73.88559419889532,40.91229886416438,2,32.69,14,3,6
103.55,2025-01-18 12:53:51,-73.92024320731169,40.726013128143926,-73.77168405917028,40.567352083225146,4,21.64,12,5,1
92.38,2025-05-28 01:11:53,-73.9480435109036,40.640793087975155,-73.86805026949098,40.8087576178892,3,19.86,1,2,5
55.54,2024-11-02 09:29:19,-73.98093388526398,40.747106244284296,-73.86494951566428,40.77325917717244,3,10.19,9,5,11
119.69,2025-03-12 05:37:48,-73.85765058606322,40.57904864228769,-73.80596219315402,40.91040569400019,4,37.1,5,2,3
53.01,2024-12-20 02:31:08,-73.82254458281432,40.79301647218257,-73.86690710070776,40.718016447685216,4,9.14,2,4,12
114.39,2025-07-21 03:34:46,-73.72442715540143,40.8526719497101,-73.87160082163224,40.60487786211892,1,30.22,3,0,7
141.95,2025-07-07 02:39:31,-73.8021398369208,40.6455342332585,-73.86973430134181,40.946301972418475,2,33.92,2,0,7
109.32,2025-07-30 22:00:21,-73.9027478330313,40.55503822803088,-73.8626530926619,40.88243157077581,2,36.56,22,2,7
81.44,2024-12-24 17:09:39,-73.72787529754036,40.893652138300936,-73.9626285024015,40.75552038945732,3,25.02,17,1,12
89.68,2024-09-09 11:46:55,-73.81725579767667,40.805483424954836,-74.02762952623094,40.91593906309824,3,21.54,11,0,9
96.71,2024-11-13 20:26:44,-73.83956322970846,40.86821628422017,-73.97388362447465,40.69453103276425,3,22.38,20,2,11
70.65,2025-03-05 06:14:24,-73.79220335252701,40.876554116037724,-73.79054057581557,40.739948129695364,2,15.19,6,2,3
137.66,2024-10-18 00:56:32,-73.89293466241486,40.57667173463055,-73.84126616043072,40.87071323826083,4,32.98,0,4,10
87.0,2025-07-18 00:30:47,-74.04721096544542,40.800188381818465,-73.83279134235006,40.896852222010985,4,21.0,0,4,7
83.14,2024-11-01 08:36:53,-73.80964589602588,40.870957683495355,-73.94345465531964,40.71212266373248,1,20.95,8,4,11
119.99,2025-04-09 09:03:03,-73.7283047069268,40.94809143502805,-73.85579107615268,40.70262208844867,1,29.33,9,2,4
64.85,2025-07-11 00:34:46,-73.94515631613065,40.60814592213918,-73.95865965452712,40.74664408489542,2,15.44,0,4,7
39.63,2025-04-30 06:45:17,-73.97676208809936,40.787438020070645,-73.93281328840614,40.73170397065046,2,7.22,6,2,4
60.72,2025-04-05 22:53:35,-74.02919786113794,40.88846243265111,-73.9683590719037,40.75243209833846,3,15.97,22,5,4
68.36,2025-02-11 17:32:51,-74.02324558180818,40.69237616939445,-74.02859879956357,40.84279903634406,3,16.73,17,1,2
74.4,2025-03-22 19:07:53,-73.76398204882086,40.6900260368927,-73.97274530190465,40.65898839051652,4,17.94,19,5,3
51.27,2024-09-06 03:52:38,-73.78905272878767,40.85687571157994,-73.89671420933097,40.89505431770936,2,10.0,3,4,9
58.8,2025-07-30 18:05:05,-73.7323786734877,40.783483975124526,-73.82319329327186,40.74019553972451,1,9.04,18,2,7
49.95,2025-06-17 19:54:08,-74.03733740444734,40.814905772664076,-73.93335848614238,40.74768967954849,2,11.51,19,1,6
53.34,2025-07-19 13:28:39,-73.75736441951207,40.66141250498575,-73.83463191011617,40.74457874502091,3,11.31,13,5,7
83.13,2025-05-01 23:50:57,-73.80620437193656,40.65906923350282,-73.73612216023714,40.867662581595965,3,23.93,23,3,5
44.73,2025-02-05 09:53:11,-73.82577402505666,40.7255499517275,-73.88658464495879,40.68400037299847,3,6.9,9,2,2
127.09,2025-04-30 04:35:58,-73.90456049823469,40.92747837956778,-74.02928757571462,40.57462632755235,3,40.62,4,2,4
83.86,2024-09-01 21:50:51,-73.76033014129297,40.793688076538345,-73.73390862717086,40.59246765857663,2,22.49,21,6,9
65.17,2025-05-09 03:32:07,-73.8225787013487,40.87035031954606,-73.96848781344787,40.767614453936126,2,16.77,3,4,5
81.99,2025-04-29 04:49:35,-73.87556122236012,40.912664822982926,-73.82497716329735,40.74417911101891,2,19.21,4,1,4
98.52,2024-10-15 12:04:06,-73.721137044302,40.65593418948191,-73.92288032875787,40.81494226564972,2,24.53,12,1,10
34.92,2025-02-22 08:21:09,-73.85055736601558,40.67095609323371,-73.7763173530471,40.66168072320888,4,6.35,8,5,2
82.07,2025-01-03 10:51:58,-73.86373871553266,40.716106924024835,-73.84923419486555,40.566460453777495,4,16.68,10,4,1
52.92,2025-08-02 19:13:56,-74.01859011916184,40.67074331220847,-74.02399766064374,40.74474113186691,4,8.24,19,5,8
95.4,2025-04-02 11:59:22,-74.01701092143328,40.92477842644177,-73.8552235049047,40.725251045525056,4,26.03,11,2,4
61.0,2024-09-09 02:40:10,-73.9943926112646,40.73231604669018,-73.88158165750652,40.79123656883381,2,11.54,2,0,9
48.07,2025-03-11 12:14:10,-73.81658080243766,40.65180900826828,-73.75749476893401,40.597671380412166,2,7.82,12,1,3
62.31,2025-01-22 17:48:19,-73.83892890303521,40.7909345788728,-73.71376990687453,40.879141258945886,2,14.39,17,2,1
44.62,2025-02-21 08:46:10,-73.95074689856156,40.68187430504658,-73.87358064120147,40.71442067260892,2,7.44,8,4,2
82.46,2025-05-28 06:41:47,-73.71833950462113,40.72522772173508,-73.76861626250154,40.588458979408806,1,15.79,6,2,5
55.24,2025-04-06 02:32:56,-73.99615094236022,40.84345678651043,-73.87419599551652,40.784796594232,4,12.16,2,6,4
49.6,2024-12-11 12:50:53,-74.02367085869827,40.7067564246635,-73.99769779935393,40.6365988379469,2,8.1,12,2,12
46.75,2024-10-14 19:11:53,-73.97991644358234,40.58564294318964,-73.93005030456209,40.66301220211127,4,9.58,19,0,10
78.25,2025-06-24 00:17:40,-73.99009987339724,40.82531251261919,-73.82039016133298,40.93525945331522,4,18.79,0,1,6
123.96,2025-03-01 17:41:30,-73.70237346398795,40.93566000940266,-74.03490196147347,40.73660985489139,4,35.67,17,5,3
133.2,2024-09-29 10:56:48,-73.94433090009747,40.59860101548475,-73.79504053670321,40.92304444621842,3,38.2,10,6,9
34.4,2024-12-22 10:26:26,-73.83656707761584,40.639107393037456,-73.83343344692511,40.60832642266385,2,3.43,10,6,12
60.69,2024-11-24 15:04:10,-73.93417445483068,40.82411658223822,-74.02555797900274,40.944613969686266,3,15.44,15,6,11
109.73,2025-08-14 15:09:25,-73.83792470584652,40.9015716174003,-73.93391779455997,40.63514530941922,4,30.71,15,3,8
93.75,2025-04-17 03:35:56,-73.98239461849894,40.83179040312702,-73.89552985102902,40.56221590575157,3,30.86,3,3,4
146.23,2024-12-03 22:35:02,-73.84755547703733,40.57521321957163,-73.79960724166212,40.89938656438851,1,36.27,22,1,12
100.87,2025-06-21 13:01:41,-73.8666813201979,40.943583566339065,-73.70500869815977,40.78879478896347,4,21.93,13,5,6
71.76,2025-07-11 06:46:24,-73.97810985866586,40.655496701175835,-73.80982755106258,40.60434688575239,3,15.3,6,4,7
82.97,2025-06-03 02:53:37,-73.85681864825695,40.73955561556154,-73.7827072269989,40.93886904129827,1,23.02,2,1,6
102.44,2025-06-30 15:52:38,-73.80163231932129,40.75084017572819,-73.87246154308839,40.94601567291745,3,22.51,15,0,6
56.98,2025-04-10 07:31:26,-74.02420239494118,40.81245029599399,-73.9822172891231,40.71274323389962,4,11.64,7,3,4
137.92,2024-11-24 03:18:43,-73.85540679133885,40.90869194066081,-73.92781108063491,40.60192368102571,4,34.65,3,6,11
104.22,2025-04-10 12:40:44,-74.01213408986752,40.90001697407548,-73.75555462683306,40.697529209700484,3,31.2,12,3,4
67.72,2025-04-27 04:23:32,-73.85431309024922,40.80234595101985,-73.94862156618503,40.73809435970553,2,10.68,4,6,4
135.85,2025-02-14 17:24:38,-73.71326271379579,40.608522470072884,-73.96975124670328,40.85744605562698,2,35.12,17,4,2
64.56,2024-10-04 22:20:13,-73.93590713654977,40.70572732511697,-73.94136924452249,40.584554320020416,3,13.48,22,4,10
63.35,2025-02-25 03:13:08,-73.7111398047219,40.905586640365044,-73.86044245753405,40.86436573421437,4,13.36,3,1,2
69.12,2025-08-13 04:08:12,-73.78849395326269,40.65285491285569,-73.79166859322368,40.81436867015489,3,17.96,4,2,8
130.18,2024-08-26 22:29:18,-73.99736710581637,40.92234827072234,-73.77682088315434,40.59941236032805,3,40.43,22,0,8
108.98,2024-09-22 03:07:12,-73.80587241027519,40.62705781934905,-73.89109614120838,40.92710553970565,4,34.13,3,6,9
70.47,2025-02-16 03:20:07,-74.01453675688582,40.67386200829605,-73.826002467452,40.6575697754295,4,16.0,3,6,2
95.93,2025-07-21 17:50:44,-73.73436348027059,40.89846772475615,-73.92323035643463,40.69043346461616,1,28.07,17,0,7
53.65,2025-03-07 20:33:10,-73.77644160113424,40.78177838073226,-73.92158036988265,40.82894210897495,1,13.29,20,4,3
52.13,2024-08-26 08:48:59,-73.80201293888773,40.688176487233676,-73.71037200191178,40.60745955465652,2,11.85,8,0,8
57.31,2025-02-17 16:06:44,-73.98029675870922,40.64638554228555,-73.92291360244336,40.77013832060058,1,14.59,16,0,2
95.66,2024-09-11 08:36:54,-73.95971672882173,40.65937369179844,-73.89539794392519,40.93581845259715,4,31.21,8,2,9
122.1,2024-11-15 10:47:54,-73.9163484244794,40.572960200785666,-73.85633385237378,40.90056499841991,3,36.78,10,4,11
62.06,2025-03-07 16:07:35,-73.96703917571979,40.740389507658655,-74.00854739622964,40.842178734796704,3,11.85,16,4,3
35.4,2025-06-04 06:56:32,-73.97550849802676,40.86866841755969,-74.03931403016342,40.86388762078329,2,5.39,6,2,6
129.35,2025-03-18 12:00:47,-73.70101944697183,40.8281160145274,-73.78043758278778,40.55418969941694,4,31.19,12,1,3
40.03,2025-03-28 23:23:10,-73.83283303213541,40.745654477421006,-73.81008830258675,40.681158606091955,4,7.42,23,4,3
110.55,2024-12-01 13:37:30,-73.90158097391142,40.90518735397003,-73.81437551135821,40.68290273288351,3,25.78,13,6,12
108.3,2024-10-27 01:43:50,-73.84533083698975,40.67839601926167,-74.01711587308236,40.943919807971845,4,32.87,1,6,10
54.11,2025-08-01 16:42:11,-73.86938052270811,40.648875543107785,-73.78480339559572,40.58629648935891,1,9.97,16,4,8
44.32,2025-07-05 09:57:06,-73.87974730498365,40.724607863865074,-73.91874392803184,40.663172675496675,2,7.58,9,5,7
98.43,2025-08-13 15:50:57,-73.94894398633974,40.5861452404339,-73.95739786238269,40.83025664527459,4,27.15,15,2,8
44.44,2025-03-12 11:50:56,-73.8873834659988,40.73563764651981,-73.84117392702974,40.697114761741474,1,5.79,11,2,3
74.06,2025-05-16 01:17:49,-73.7214295036508,40.86062484770872,-73.95765955600596,40.88069253327043,3,19.99,1,4,5
73.23,2025-04-30 07:31:46,-73.72560740337978,40.55124178509539,-73.72471657174071,40.719836260709755,2,18.75,7,2,4
80.71,2025-08-02 22:57:49,-73.74939375754774,40.83890018190089,-73.89303215235583,40.73655948168829,2,16.61,22,5,8
89.73,2025-08-14 23:00:59,-73.77726274658872,40.76124684625301,-74.00045399469396,40.63285176339784,1,23.62,23,3,8
67.01,2025-02-23 11:22:48,-73.838751343929,40.725267577175586,-73.98522084448702,40.777859864635424,2,13.65,11,6,2
62.82,2025-05-20 08:47:32,-73.70863146742651,40.87232661627628,-73.8254412046916,40.94658212708528,3,12.83,8,1,5
95.06,2024-10-06 22:33:48,-74.02402712160024,40.668950285350924,-73.74319429250504,40.70770867347744,3,24.07,22,6,10
90.29,2024-10-05 09:33:39,-73.78641173486282,40.719038226271046,-73.97023949062259,40.85591480956124,3,21.71,9,5,10
54.62,2025-07-17 02:45:49,-74.0261836853119,40.78227523822853,-73.88193678939766,40.82816556224774,3,13.17,2,3,7
63.6,2025-08-15 12:10:39,-73.9145433899648,40.55065594034118,-73.78866007150309,40.65925702492913,4,16.09,12,4,8
80.5,2025-07-22 21:36:54,-73.8805236549012,40.94459919534299,-73.87170366781707,40.73648951881426,3,23.15,21,1,7
136.83,2024-11-24 20:59:44,-73.90747408466213,40.938495951639155,-73.80752900622332,40.57365789370683,4,41.43,20,6,11
32.46,2025-02-16 15:03:30,-73.84909224148977,40.69614030275889,-73.85999841178794,40.65536568817018,2,4.63,15,6,2
125.08,2025-03-10 13:59:34,-73.70736351415665,40.67107934572369,-73.81950433062767,40.94327031787158,4,31.7,13,0,3
85.91,2024-09-06 11:09:29,-73.91627656201688,40.80510253435262,-73.99933331697316,40.64405285996285,1,19.23,11,4,9
50.43,2025-05-24 10:55:32,-73.93949241819132,40.90354251236131,-73.96482907784596,40.841097800461924,2,7.26,10,5,5
56.61,2025-06-29 08:44:42,-73.87669297196422,40.69179572804326,-73.79433818218776,40.621220152522326,4,10.48,8,6,6
36.89,2025-01-08 03:24:44,-73.91250487067977,40.88353832683164,-73.8666664420549,40.861944949654145,1,4.54,3,2,1
113.39,2025-08-13 13:45:42,-73.99172721755693,40.84063892511862,-73.75537527013874,40.68372858998641,2,26.47,13,2,8
106.02,2025-08-05 02:32:14,-73.73478190508284,40.66508067191107,-73.80352319680823,40.9215630870552,2,29.1,2,1,8
51.78,2025-04-10 12:42:22,-73.84568831627736,40.884104501458225,-73.74008027252906,40.88408307519546,4,8.88,12,3,4
61.56,2024-09-04 04:15:12,-73.92043140178862,40.828812012332165,-73.86473526870843,40.93126042868816,1,12.32,4,2,9
54.0,2025-04-01 20:04:34,-74.0108788948393,40.73400610963519,-73.87959365682046,40.697548887749974,1,11.78,20,1,4
51.49,2025-07-03 05:20:25,-73.96337385901523,40.74706718131526,-73.84598013014818,40.786651818281655,4,10.82,5,3,7
131.93,2025-08-09 00:19:49,-73.7743386727458,40.63178441479202,-74.04830253332528,40.875032309111646,1,35.55,0,5,8
28.24,2024-09-07 14:57:00,-73.80412371994527,40.84504669574363,-73.83503903266434,40.85018876114761,2,2.66,14,5,9
86.43,2025-07-26 08:27:34,-73.83858740152093,40.676964521164514,-73.82554480425496,40.8728618787488,2,21.81,8,5,7
62.77,2025-07-01 07:28:14,-73.81426961780943,40.73866793229961,-73.77522908521897,40.643048038008246,2,11.13,7,1,7
113.14,2025-01-25 06:06:19,-73.98653775799906,40.85890091922835,-73.76363874829183,40.63996895785833,3,30.74,6,5,1
80.24,2025-01-02 16:39:46,-74.03632095427471,40.743851460500686,-74.02736170947338,40.562304412774246,2,20.2,16,3,1
44.45,2025-08-07 08:21:49,-73.81836640203923,40.889770009232166,-73.72596564834313,40.9246477603938,1,8.68,8,3,8
67.1,2025-06-08 05:45:21,-73.83664243856488,40.6863176855304,-74.03113044332952,40.69469595167307,4,16.42,5,6,6
66.32,2024-09-08 16:27:35,-73.77386806685531,40.770112437191884,-73.83679724354266,40.64373277385143,3,15.02,16,6,9
77.12,2024-10-09 02:53:15,-74.03880700264946,40.663606186077196,-73.82723285693743,40.6721075194579,1,17.87,2,2,10
89.02,2025-07-19 13:13:59,-73.84523266493149,40.88092688175752,-73.87376292323027,40.6898610128775,3,21.38,13,5,7
98.89,2025-08-02 03:41:19,-73.99458639041352,40.85267568059513,-73.8068252400555,40.672631716773665,2,25.51,3,5,8
74.31,2025-01-24 03:38:11,-73.76608250188052,40.80576211427395,-73.99243730044589,40.79990667889087,4,19.06,3,4,1
60.11,2024-10-09 11:37:14,-73.90080492035338,40.83740403806771,-74.02493583623227,40.89971053767742,2,12.53,11,2,10
80.73,2025-06-07 07:45:52,-74.00263318096158,40.78518261894404,-73.98412502504463,40.92603469664295,2,15.74,7,5,6
47.87,2025-02-07 16:58:52,-73.94878596520763,40.7767985481387,-73.9161987514818,40.857872902639066,4,9.42,16,4,2
142.38,2024-09-07 11:54:22,-73.75499573427155,40.64192228549467,-73.99955162544845,40.91248190713324,2,36.46,11,5,9
40.91,2024-09-07 10:36:29,-73.94490376822893,40.64488025817981,-74.00590476162367,40.61906404653355,2,5.89,10,5,9
39.84,2025-06-12 06:03:10,-73.90497618263292,40.616598070977204,-73.89018123374817,40.672870060347925,4,6.38,6,3,6
64.04,2025-02-09 16:25:26,-73.81985278587509,40.63789606405431,-73.77609698828792,40.78936706547095,1,17.24,16,6,2
118.49,2025-08-12 05:17:23,-73.76807878599803,40.91569366874206,-73.70585536496893,40.61328957658112,4,34.03,5,1,8
81.39,2025-08-11 18:05:21,-73.90081957148203,40.92643298837609,-73.80994780565446,40.72818062991,3,23.33,18,0,8
86.15,2024-12-22 12:12:09,-74.04160114252342,40.70225103815102,-73.76414376264266,40.65964730126712,1,23.87,12,6,12
71.4,2025-03-16 21:32:45,-73.91046640315508,40.73548971960078,-73.80611097584978,40.59119714434889,1,18.3,21,6,3
33.16,2025-08-06 22:35:06,-74.02361731213703,40.628112499752056,-74.01233860205451,40.6026311947587,4,2.99,22,2,8
123.22,2025-06-10 20:28:53,-73.9772507321424,40.60976557598146,-73.9724893306724,40.935841870065836,1,36.26,20,1,6
85.87,2024-10-30 13:02:46,-73.97495448927164,40.63775634938946,-74.01929648990951,40.87552664156016,1,26.7,13,2,10
63.12,2025-07-31 03:48:02,-73.77537988713311,40.83617082016763,-73.88766185328235,40.882278192863986,3,10.74,3,3,7
97.84,2025-02-19 06:53:16,-73.93851337609867,40.88352151818615,-73.88463034267095,40.59763470359677,4,32.11,6,2,2
85.37,2025-03-22 22:32:18,-73.71344799649437,40.74411174706941,-73.97723016996548,40.82747959927059,3,24.07,22,5,3
47.35,2025-03-01 02:14:30,-73.95188673425874,40.80887169637528,-73.95025513836262,40.91906076746707,1,12.25,2,5,3
62.12,2024-12-22 08:55:33,-73.87193194327784,40.674675958705826,-73.75462655656581,40.56882771076245,1,15.38,8,6,12
63.59,2024-12-19 10:54:08,-73.91968695336293,40.73083334173169,-73.76017235761464,40.8160225039144,4,16.44,10,3,12
102.96,2024-12-31 12:01:00,-73.76558251360456,40.88685771399623,-73.8416781366403,40.606222944510385,1,31.86,12,1,12
73.4,2025-07-06 20:36:01,-73.83028676877545,40.779012310469845,-73.99943226932268,40.90085228393495,1,19.65,20,6,7
80.93,2025-06-02 17:25:44,-74.02946921437088,40.76817688159111,-73.95974087791222,40.57052252676032,3,22.75,17,0,6
94.33,2025-06-10 18:45:17,-73.72796898570567,40.65213591062969,-73.88229013317,40.875875121504336,3,28.07,18,1,6
68.41,2024-12-27 10:50:24,-74.03706231539202,40.81201139055339,-73.90072747476268,40.898653844777215,1,14.98,10,4,12
48.36,2024-11-18 10:41:21,-73.98788714405099,40.844595711948045,-73.87126753764119,40.829929337710354,1,9.95,10,0,11
